machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health
H37494,H,300.2,311.5,1432,43.6,127,Medium
L55261,L,300.2,311.6,1356,53.5,132,Medium
H37496,H,300.1,311.5,1422,46.2,134,Medium
L55263,L,300.1,311.4,1438,42.2,139,Medium
L55264,L,300.2,311.4,1483,44.4,141,Medium
L55265,L,300.2,311.4,1331,49.8,143,Medium
L55266,L,300.2,311.4,1463,37.5,145,Medium
L55267,L,300.1,311.4,1446,40.6,147,Medium
L55268,L,300.1,311.4,1356,45.7,149,Medium
L55269,L,300.1,311.3,1676,30.3,151,Medium
L55270,L,300.1,311.4,1910,23.0,153,Medium
L55271,L,300.2,311.6,1375,56.9,155,Medium
M22952,M,300.2,311.6,1513,40.8,157,Medium
L55273,L,300.2,311.6,1511,35.7,160,Medium
H37508,H,300.2,311.6,1662,28.8,162,Medium
L55275,L,300.2,311.7,1493,48.3,167,Medium
M22956,M,300.2,311.7,1555,37.4,169,Medium
L55277,L,300.3,311.7,1452,41.5,172,Medium
L55278,L,300.2,311.6,1500,39.0,174,Medium
L55279,L,300.2,311.7,1603,30.5,176,Medium
L55280,L,300.3,311.7,1682,27.8,178,Medium
L55281,L,300.3,311.8,1567,37.7,180,Critical
L55282,L,300.3,311.8,1413,46.0,182,Critical
M22963,M,300.3,311.9,1429,41.6,184,Critical
L55284,L,300.3,311.9,1692,31.5,187,Critical
L55285,L,300.4,311.9,1476,48.7,189,Critical
M22966,M,300.4,312.0,1596,30.4,191,Critical
H37521,H,300.3,311.9,1390,49.0,194,Critical
M22968,M,300.3,311.8,1607,33.7,199,Critical
L55289,L,300.3,311.7,1821,26.3,202,Critical
H37524,H,300.3,311.8,2141,18.5,204,Critical
M22971,M,300.4,311.8,1553,33.1,209,Critical
M22972,M,300.4,311.8,1442,45.1,0,Healthy
L55293,L,300.4,311.7,1459,45.6,3,Healthy
H37528,H,300.4,311.8,2496,13.5,5,Healthy
L55295,L,300.4,311.8,1367,57.2,10,Healthy
L55296,L,300.3,311.8,2004,19.6,12,Healthy
L55297,L,300.3,311.7,1406,47.5,14,Healthy
L55298,L,300.3,311.8,1548,33.0,16,Healthy
L55299,L,300.3,311.7,1333,55.2,18,Healthy
L55300,L,300.2,311.6,1767,26.4,20,Healthy
L55301,L,300.2,311.6,1827,27.0,22,Healthy
M22982,M,300.2,311.6,1533,46.4,24,Healthy
H37537,H,300.2,311.5,1515,36.8,27,Healthy
L55304,L,300.2,311.4,1568,41.0,32,Healthy
L55305,L,300.2,311.4,1452,47.8,34,Healthy
L55306,L,300.2,311.4,1433,37.9,36,Healthy
M22987,M,300.1,311.3,1650,33.8,38,Healthy
L55308,L,300.1,311.4,1629,31.3,41,Healthy
L55309,L,300.0,311.3,1520,39.2,43,Healthy
H37544,H,300.0,311.2,1393,43.1,45,Healthy
H37545,H,299.9,311.2,1364,49.6,50,Healthy
M22992,M,299.9,311.3,1389,50.0,55,Healthy
L55313,L,299.8,311.1,1466,46.1,58,Healthy
L55314,L,299.7,311.1,1650,32.4,60,Healthy
L55315,L,299.6,311.0,1554,36.3,62,Healthy
M22996,M,299.6,310.9,1474,39.7,64,Healthy
H37551,H,299.5,310.8,1600,32.4,67,Healthy
L55318,L,299.5,310.8,1356,54.9,72,Healthy
L55319,L,299.5,310.8,1571,38.2,74,Healthy
L55320,L,299.6,310.9,1658,28.0,76,Healthy
L55321,L,299.6,310.8,1393,49.9,78,Healthy
M23002,M,299.7,311.0,1448,49.8,80,Medium
L55323,L,299.7,310.9,1477,40.4,83,Medium
M23004,M,299.7,311.0,1506,42.7,85,Medium
M23005,M,299.7,310.9,1685,32.1,88,Medium
L55326,L,299.6,310.9,1533,31.8,91,Medium
L55327,L,299.5,310.8,1447,41.0,93,Medium
M23008,M,299.5,310.7,1488,39.5,95,Medium
M23009,M,299.6,310.8,1427,50.4,98,Medium
M23010,M,299.5,310.7,1424,41.3,101,Medium
L55331,L,299.5,310.7,1472,40.9,104,Medium
L55332,L,299.5,310.7,1438,45.7,106,Medium
L55333,L,299.6,310.8,1507,42.4,108,Medium
L55334,L,299.6,310.7,1393,52.1,110,Medium
L55335,L,299.5,310.8,1283,52.4,112,Medium
L55336,L,299.6,310.8,1644,30.9,114,Medium
L55337,L,299.6,310.8,1498,46.9,116,Medium
L55338,L,299.6,310.8,1400,40.8,118,Medium
H37573,H,299.6,310.9,1679,31.2,120,Medium
M23020,M,299.7,311.1,1618,30.3,125,Medium
H37575,H,299.6,311.0,1714,30.2,128,Medium
L55342,L,299.6,311.0,1574,35.0,133,Medium
L55343,L,299.7,311.1,1574,36.4,135,Medium
L55344,L,299.6,310.9,1472,40.9,137,Medium
L55345,L,299.6,311.0,1552,33.2,139,Medium
L55346,L,299.7,311.1,1603,31.4,141,Medium
H37581,H,299.7,311.1,1353,47.1,143,Medium
L55348,L,299.7,311.1,1690,30.6,148,Medium
M23029,M,299.8,311.2,1745,26.3,150,Medium
L55350,L,299.9,311.3,1522,45.7,153,Medium
H37585,H,300.0,311.4,1641,34.5,155,Medium
L55352,L,299.9,311.4,1596,28.9,160,Medium
H37587,H,299.9,311.4,1497,37.0,162,Medium
L55354,L,299.9,311.3,1371,52.3,167,Medium
M23035,M,299.9,311.3,1445,41.2,169,Medium
L55356,L,299.8,311.2,1564,40.0,172,Medium
L55357,L,299.7,311.1,1439,44.9,174,Medium
L55358,L,299.7,311.2,1352,52.1,176,Medium
L55359,L,299.8,311.3,1560,35.4,178,Medium
M23040,M,299.7,311.2,1616,42.3,180,Critical
L55361,L,299.7,311.2,1835,23.7,183,Critical
M23042,M,299.7,311.1,1649,32.7,185,Critical
L55363,L,299.8,311.1,1452,47.3,188,Critical
L55364,L,299.8,311.1,2144,17.7,190,Critical
L55365,L,299.7,311.1,1554,41.0,192,Critical
L55366,L,299.7,311.0,1827,25.4,194,Critical
L55367,L,299.6,310.9,1448,46.3,196,Critical
M23048,M,299.6,310.9,1530,38.8,198,Critical
L55369,L,299.7,311.0,1983,21.0,201,Critical
M23050,M,299.7,310.9,1620,37.2,203,Critical
M23051,M,299.6,310.9,1630,29.8,206,Critical
L55372,L,299.6,310.9,1229,65.2,209,Critical
L55373,L,299.5,310.8,1873,22.3,211,Critical
L55374,L,299.4,310.7,1426,45.7,213,Critical
L55375,L,299.4,310.8,1376,53.9,215,Critical
L55376,L,299.4,310.8,1622,33.6,217,Critical
M23057,M,299.4,310.7,1492,45.7,219,Critical
M23058,M,299.3,310.7,1374,48.9,222,Critical
L55379,L,299.2,310.7,1737,27.0,225,Critical
L55380,L,299.3,310.8,1426,42.4,0,Healthy
M23061,M,299.3,310.9,1826,25.1,2,Healthy
L55382,L,299.3,310.9,1669,32.4,5,Healthy
M23063,M,299.4,310.9,1473,40.1,7,Healthy
L55384,L,299.4,310.9,1751,27.8,10,Healthy
M23065,M,299.4,310.9,1446,47.3,12,Healthy
L55386,L,299.3,310.8,1483,43.5,15,Healthy
L55387,L,299.2,310.7,1535,42.6,17,Healthy
L55388,L,299.2,310.7,1477,44.0,19,Healthy
L55389,L,299.3,310.8,1391,46.9,21,Healthy
H37624,H,299.2,310.7,1636,29.4,23,Healthy
L55391,L,299.2,310.6,1675,33.3,28,Healthy
H37626,H,299.2,310.5,1329,48.9,30,Healthy
M23073,M,299.2,310.5,1548,33.5,35,Healthy
L55394,L,299.2,310.5,1391,45.8,38,Healthy
L55395,L,299.1,310.5,1437,43.1,40,Healthy
L55396,L,299.2,310.6,1370,61.9,42,Healthy
L55397,L,299.1,310.6,1577,37.1,44,Healthy
L55398,L,299.1,310.5,1485,37.8,46,Healthy
L55399,L,299.0,310.4,1504,34.3,48,Healthy
M23080,M,298.9,310.3,1551,35.2,50,Healthy
M23081,M,299.1,310.5,1428,43.0,53,Healthy
L55402,L,299.0,310.5,1755,27.9,56,Healthy
L55403,L,299.1,310.5,1329,54.9,58,Healthy
L55404,L,299.1,310.5,1496,35.2,60,Healthy
L55405,L,299.1,310.5,1532,36.6,62,Healthy
L55406,L,299.1,310.5,1389,61.4,64,Healthy
M23087,M,299.1,310.4,1524,51.4,66,Healthy
M23088,M,299.1,310.4,1422,49.3,69,Healthy
L55409,L,299.1,310.5,1739,27.4,72,Healthy
L55410,L,299.1,310.5,1736,26.9,74,Healthy
L55411,L,299.1,310.5,1419,48.8,76,Healthy
L55412,L,299.1,310.6,1326,49.7,78,Healthy
M23093,M,299.1,310.6,1449,43.2,80,Medium
L55414,L,299.2,310.6,1534,39.7,83,Medium
M23095,M,299.2,310.6,1443,50.9,85,Medium
L55416,L,299.2,310.6,1498,41.1,88,Medium
L55417,L,299.1,310.6,1796,26.0,90,Medium
L55418,L,299.1,310.4,1519,45.3,92,Medium
L55419,L,299.0,310.4,1339,49.6,94,Medium
L55420,L,299.0,310.4,1483,41.5,96,Medium
M23101,M,298.9,310.2,2099,20.0,98,Medium
M23102,M,299.0,310.3,1689,29.7,101,Medium
H37657,H,299.1,310.4,1369,54.5,104,Medium
L55424,L,299.0,310.4,1512,38.8,109,Medium
M23105,M,299.0,310.3,1303,68.6,111,Critical
L55426,L,299.0,310.3,1552,39.9,114,Medium
L55427,L,299.0,310.4,1713,28.0,116,Medium
L55428,L,298.9,310.3,1456,44.1,118,Medium
L55429,L,299.0,310.4,1524,39.8,120,Medium
M23110,M,299.0,310.4,1394,45.2,122,Medium
L55431,L,299.0,310.4,1981,21.2,125,Medium
L55432,L,299.0,310.4,1565,36.1,127,Medium
L55433,L,299.1,310.4,1657,31.0,129,Medium
M23114,M,299.0,310.4,1625,37.1,131,Medium
L55435,L,299.0,310.4,1606,31.1,134,Medium
H37670,H,299.0,310.5,1336,56.8,136,Medium
M23117,M,299.0,310.6,1587,34.2,141,Medium
L55438,L,299.1,310.6,1602,39.7,144,Medium
L55439,L,299.1,310.5,1471,38.4,146,Medium
H37674,H,299.1,310.6,1332,48.0,148,Medium
H37675,H,299.2,310.6,1434,48.4,153,Medium
L55442,L,299.1,310.6,1921,23.9,158,Medium
H37677,H,299.2,310.6,1704,30.6,160,Medium
M23124,M,299.1,310.6,1397,49.5,165,Medium
H37679,H,299.1,310.6,1791,28.0,168,Medium
L55446,L,299.1,310.6,1818,24.1,173,Medium
L55447,L,299.2,310.7,1540,36.3,175,Medium
M23128,M,299.2,310.8,1502,39.8,177,Medium
H37683,H,299.2,310.8,1761,30.4,180,Critical
M23130,M,299.1,310.8,1517,38.4,185,Critical
L55451,L,299.1,310.7,1309,51.1,188,Critical
L55452,L,298.9,310.6,1363,52.6,190,Critical
M23133,M,299.0,310.6,1787,22.2,192,Critical
L55454,L,298.9,310.5,1640,29.2,195,Critical
M23135,M,298.9,310.6,1720,25.3,197,Critical
L55456,L,298.8,310.5,1384,52.8,200,Critical
H37691,H,298.8,310.5,1294,55.8,202,Critical
L55458,L,298.8,310.5,1464,46.4,207,Critical
L55459,L,298.8,310.6,1803,25.4,209,Critical
L55460,L,298.8,310.6,1602,39.1,211,Critical
H37695,H,298.9,310.6,1519,38.8,213,Critical
M23142,M,298.9,310.7,1638,33.6,218,Critical
H37697,H,298.9,310.6,1615,33.0,221,Critical
L55464,L,298.8,310.6,1651,33.3,0,Healthy
L55465,L,298.9,310.6,1387,52.7,2,Healthy
M23146,M,298.8,310.5,1678,32.8,4,Healthy
L55467,L,298.9,310.6,1585,38.1,7,Healthy
M23148,M,298.8,310.6,1640,33.8,9,Healthy
L55469,L,298.9,310.6,1406,43.8,12,Healthy
M23150,M,298.9,310.6,1679,35.8,14,Healthy
L55471,L,298.9,310.5,1717,26.9,17,Healthy
H37706,H,298.9,310.5,1429,39.9,19,Healthy
M23153,M,298.9,310.4,1533,44.4,24,Healthy
M23154,M,298.9,310.5,1525,38.5,27,Healthy
L55475,L,298.9,310.4,1739,26.3,30,Healthy
L55476,L,298.9,310.3,1436,39.0,32,Healthy
M23157,M,298.8,310.2,1595,33.1,34,Healthy
H37712,H,298.7,310.1,1435,45.6,37,Healthy
L55479,L,298.7,310.0,1637,31.8,42,Healthy
L55480,L,298.7,310.1,1558,37.6,44,Healthy
M23161,M,298.7,310.1,1644,34.1,46,Healthy
L55482,L,298.7,310.1,1641,31.1,49,Healthy
L55483,L,298.8,310.2,1504,41.0,51,Healthy
M23164,M,298.7,310.1,1506,50.7,53,Healthy
H37719,H,298.8,310.1,1380,44.0,56,Healthy
M23166,M,298.7,310.1,1549,42.5,61,Healthy
M23167,M,298.7,310.1,1402,69.7,64,Critical
L55488,L,298.7,310.1,1401,45.3,67,Healthy
M23169,M,298.7,310.0,1459,40.2,69,Healthy
L55490,L,298.7,309.9,1465,39.7,72,Healthy
M23171,M,298.8,310.0,1295,52.7,74,Healthy
M23172,M,298.8,310.0,1529,38.5,77,Healthy
M23173,M,298.8,310.0,1484,44.9,80,Medium
L55494,L,298.8,309.9,1739,30.6,83,Medium
H37729,H,298.7,309.8,1422,40.7,85,Medium
L55496,L,298.8,309.8,1463,40.0,90,Medium
L55497,L,298.7,309.7,1667,30.4,92,Medium
H37732,H,298.7,309.7,1565,39.3,94,Medium
L55499,L,298.7,309.7,1393,45.7,99,Medium
M23180,M,298.8,309.7,1453,47.7,101,Medium
L55501,L,298.8,309.6,1442,50.0,104,Medium
L55502,L,298.7,309.6,1364,44.9,106,Medium
H37737,H,298.7,309.5,1453,40.4,108,Medium
M23184,M,298.7,309.5,1394,46.0,113,Medium
M23185,M,298.7,309.5,1500,38.8,116,Medium
H37740,H,298.6,309.5,1523,34.2,119,Medium
M23187,M,298.7,309.6,1254,57.1,124,Medium
L55508,L,298.6,309.5,1325,52.2,127,Medium
L55509,L,298.8,309.7,1424,49.6,129,Medium
L55510,L,298.8,309.7,1505,39.0,131,Medium
M23191,M,298.8,309.7,1392,48.7,133,Medium
L55512,L,298.8,309.7,1529,44.0,136,Medium
M23193,M,298.8,309.7,1477,48.5,138,Medium
M23194,M,298.8,309.7,1459,47.3,141,Medium
M23195,M,299.0,309.8,2240,15.9,144,Medium
L55516,L,298.9,309.7,1449,48.8,147,Medium
M23197,M,298.8,309.7,1589,35.3,149,Medium
L55518,L,298.8,309.7,1740,28.5,152,Medium
M23199,M,298.8,309.7,1499,40.3,154,Medium
M23200,M,298.8,309.7,1480,38.1,157,Medium
L55521,L,298.8,309.7,1751,29.6,160,Medium
L55522,L,298.7,309.7,1510,40.6,162,Medium
H37757,H,298.8,309.8,1437,48.2,164,Medium
L55524,L,298.8,309.7,1609,40.4,169,Medium
H37759,H,298.8,309.8,1490,35.9,171,Medium
L55526,L,298.7,309.7,1601,35.7,176,Medium
L55527,L,298.7,309.6,1665,31.1,178,Medium
M23208,M,298.7,309.6,1452,42.7,180,Critical
M23209,M,298.7,309.5,1487,33.6,183,Critical
M23210,M,298.7,309.6,1382,48.1,186,Critical
M23211,M,298.7,309.6,1686,26.2,189,Critical
L55532,L,298.6,309.6,1491,36.9,192,Critical
L55533,L,298.7,309.6,1442,55.6,194,Critical
L55534,L,298.6,309.6,1390,50.3,196,Critical
L55535,L,298.7,309.6,1502,46.7,198,Critical
M23216,M,298.6,309.6,1344,59.4,200,Critical
L55537,L,298.5,309.5,1385,46.3,203,Critical
L55538,L,298.7,309.7,1547,37.4,0,Healthy
M23219,M,298.6,309.6,1525,42.4,2,Healthy
L55540,L,298.6,309.6,1540,35.8,5,Healthy
L55541,L,298.6,309.5,1450,44.3,7,Healthy
L55542,L,298.6,309.6,1353,62.5,9,Healthy
L55543,L,298.8,309.7,1582,45.0,11,Healthy
L55544,L,298.9,309.8,1396,49.0,13,Healthy
M23225,M,298.8,309.8,1551,36.6,15,Healthy
M23226,M,298.9,309.8,1836,22.8,18,Healthy
L55547,L,298.9,309.8,1390,49.9,21,Healthy
L55548,L,298.9,309.8,1534,42.1,23,Healthy
L55549,L,298.8,309.7,1953,20.6,25,Healthy
L55550,L,298.8,309.8,1634,33.6,27,Healthy
L55551,L,298.7,309.7,1881,21.7,29,Healthy
M23232,M,298.8,309.7,1448,44.8,31,Healthy
M23233,M,298.7,309.7,1362,50.5,34,Healthy
L55554,L,298.8,309.7,1225,63.4,37,Healthy
M23235,M,298.8,309.6,1384,48.2,39,Healthy
L55556,L,298.8,309.8,1334,49.3,42,Healthy
L55557,L,298.8,309.7,1336,50.3,44,Healthy
M23238,M,298.8,309.9,1331,61.6,46,Healthy
L55559,L,298.8,309.9,1629,31.9,49,Healthy
L55560,L,298.9,310.0,1776,25.7,51,Healthy
H37795,H,298.8,310.0,1530,38.3,53,Healthy
L55562,L,298.9,310.0,1719,27.3,58,Healthy
M23243,M,298.8,309.9,1495,35.2,60,Healthy
L55564,L,298.8,309.7,1450,43.1,63,Healthy
H37799,H,298.8,309.8,1563,38.8,65,Healthy
M23246,M,298.9,309.9,1501,37.1,70,Healthy
L55567,L,298.8,309.9,1351,47.2,73,Healthy
L55568,L,298.9,309.9,1365,46.5,75,Healthy
L55569,L,298.8,309.9,1525,39.7,77,Healthy
M23250,M,298.8,309.8,1288,61.9,79,Healthy
L55571,L,298.6,309.6,1423,42.7,82,Medium
M23252,M,298.5,309.6,1502,39.4,84,Medium
L55573,L,298.5,309.5,1428,43.5,87,Medium
M23254,M,298.6,309.5,1566,38.1,89,Medium
M23255,M,298.5,309.5,1483,44.8,92,Medium
H37810,H,298.6,309.6,1593,33.3,95,Medium
L55577,L,298.5,309.6,1724,26.4,100,Medium
L55578,L,298.5,309.7,2617,12.1,102,Critical
L55579,L,298.6,309.7,1294,59.4,104,Medium
L55580,L,298.6,309.6,1533,40.7,106,Medium
H37815,H,298.5,309.4,1671,31.8,108,Medium
L55582,L,298.5,309.5,1370,52.4,113,Medium
L55583,L,298.5,309.6,1462,45.1,115,Medium
L55584,L,298.4,309.5,1545,36.6,117,Medium
M23265,M,298.4,309.5,1484,41.7,119,Medium
M23266,M,298.4,309.5,1344,45.3,122,Medium
L55587,L,298.4,309.5,1357,50.1,125,Medium
M23268,M,298.5,309.6,1572,33.0,127,Medium
L55589,L,298.5,309.6,1861,26.9,130,Medium
L55590,L,298.5,309.5,1548,44.5,132,Medium
L55591,L,298.6,309.8,1496,37.7,134,Medium
M23272,M,298.6,309.7,1314,49.7,136,Medium
M23273,M,298.6,309.7,1422,49.7,139,Medium
L55594,L,298.6,309.8,1842,20.1,142,Medium
M23275,M,298.7,309.9,1434,53.0,144,Medium
M23276,M,298.8,310.1,1585,31.3,147,Medium
H37831,H,298.8,310.1,1704,30.7,150,Medium
L55598,L,298.9,310.2,1971,23.2,155,Medium
L55599,L,299.0,310.3,1431,39.9,157,Medium
L55600,L,298.9,310.4,1546,37.7,159,Medium
L55601,L,298.9,310.3,1496,36.3,161,Medium
H37836,H,298.9,310.3,1243,63.0,163,Medium
L55603,L,299.0,310.4,1452,46.2,168,Medium
L55604,L,299.1,310.6,1380,44.7,170,Medium
L55605,L,299.2,310.6,1567,38.4,172,Medium
L55606,L,299.1,310.5,1628,35.9,174,Medium
L55607,L,299.1,310.4,1505,46.1,176,Medium
M23288,M,299.0,310.3,1827,28.0,178,Medium
L55609,L,299.0,310.3,1577,40.0,181,Critical
L55610,L,298.9,310.2,1304,57.2,183,Critical
H37845,H,298.9,310.1,1324,54.6,185,Critical
L55612,L,298.8,310.0,1537,39.9,190,Critical
M23293,M,298.8,310.1,1501,48.7,192,Critical
M23294,M,298.7,309.9,1654,29.1,195,Critical
M23295,M,298.7,310.0,1519,38.1,198,Critical
L55616,L,298.7,309.9,1371,51.3,201,Critical
L55617,L,298.7,309.8,1181,65.9,203,Critical
L55618,L,298.6,309.8,1469,42.8,205,Critical
L55619,L,298.6,309.8,1637,34.6,207,Critical
L55620,L,298.6,309.8,1370,56.0,0,Healthy
L55621,L,298.6,309.9,1630,30.6,2,Healthy
L55622,L,298.6,310.0,1517,39.0,4,Healthy
M23303,M,298.6,309.9,1668,32.3,6,Healthy
M23304,M,298.6,309.9,1818,24.9,9,Healthy
M23305,M,298.6,310.0,1541,36.9,12,Healthy
L55626,L,298.5,309.9,1482,42.1,15,Healthy
L55627,L,298.6,310.1,1439,49.9,17,Healthy
L55628,L,298.5,310.0,1492,41.2,19,Healthy
L55629,L,298.4,309.9,1725,27.8,21,Healthy
L55630,L,298.4,310.0,1559,44.2,23,Healthy
L55631,L,298.5,310.0,1435,42.5,25,Healthy
M23312,M,298.6,310.0,1512,37.5,27,Healthy
L55633,L,298.6,309.9,1564,37.1,30,Healthy
L55634,L,298.6,310.0,1522,40.3,32,Healthy
L55635,L,298.6,309.9,1356,59.5,34,Healthy
L55636,L,298.6,309.9,1556,38.6,36,Healthy
L55637,L,298.6,309.9,1393,45.5,38,Healthy
L55638,L,298.7,309.9,1753,26.8,40,Healthy
L55639,L,298.7,309.9,1651,29.5,42,Healthy
L55640,L,298.7,309.9,1372,54.7,44,Healthy
L55641,L,298.7,309.9,1446,43.3,46,Healthy
M23322,M,298.7,309.8,1501,44.7,48,Healthy
M23323,M,298.7,309.9,1411,45.1,51,Healthy
H37878,H,298.6,309.7,1672,27.5,54,Healthy
M23325,M,298.7,309.8,1475,40.5,59,Healthy
L55646,L,298.7,309.8,1469,38.4,62,Healthy
L55647,L,298.6,309.8,1704,28.3,64,Healthy
H37882,H,298.6,309.7,1463,39.1,66,Healthy
M23329,M,298.6,309.7,1280,64.1,71,Healthy
L55650,L,298.7,309.9,1464,38.0,74,Healthy
L55651,L,298.6,309.8,1332,46.4,76,Healthy
L55652,L,298.5,309.7,1634,37.8,78,Healthy
M23333,M,298.6,309.8,1430,43.1,80,Medium
M23334,M,298.5,309.7,1523,44.6,83,Medium
M23335,M,298.5,309.7,1557,37.7,86,Medium
L55656,L,298.5,309.6,1585,32.2,89,Medium
H37891,H,298.5,309.6,1579,33.5,91,Medium
M23338,M,298.5,309.7,1354,60.8,96,Medium
L55659,L,298.6,309.7,1627,33.4,99,Medium
L55660,L,298.4,309.6,1477,35.6,101,Medium
M23341,M,298.3,309.4,1595,29.0,103,Medium
L55662,L,298.4,309.5,1520,38.1,106,Medium
L55663,L,298.3,309.4,1618,31.5,108,Medium
L55664,L,298.4,309.5,1397,50.3,110,Medium
L55665,L,298.4,309.5,1450,47.9,112,Medium
M23346,M,298.5,309.5,1501,40.2,114,Medium
L55667,L,298.4,309.4,1392,50.1,117,Medium
L55668,L,298.4,309.4,1385,43.2,119,Medium
L55669,L,298.4,309.4,1461,46.3,121,Medium
M23350,M,298.5,309.6,1364,58.7,123,Medium
L55671,L,298.5,309.5,1579,38.6,126,Medium
M23352,M,298.4,309.5,1514,38.8,128,Medium
M23353,M,298.3,309.5,1560,36.9,131,Medium
L55674,L,298.3,309.5,1542,36.7,134,Medium
L55675,L,298.3,309.4,1668,27.1,136,Medium
M23356,M,298.3,309.4,1816,22.6,138,Medium
M23357,M,298.3,309.4,1509,34.2,141,Medium
L55678,L,298.4,309.6,1479,37.8,144,Medium
L55679,L,298.4,309.6,1655,30.2,146,Medium
L55680,L,298.3,309.5,1711,30.3,148,Medium
L55681,L,298.4,309.7,1581,34.6,150,Medium
H37916,H,298.6,309.8,1279,55.9,152,Medium
L55683,L,298.5,309.8,1468,40.9,157,Medium
L55684,L,298.4,309.7,1419,41.3,159,Medium
L55685,L,298.4,309.7,1530,38.6,161,Medium
L55686,L,298.4,309.6,1710,27.3,163,Critical
L55687,L,298.4,309.7,1518,39.8,165,Medium
M23368,M,298.4,309.7,1679,33.3,167,Medium
M23369,M,298.4,309.7,1870,22.5,170,Medium
L55690,L,298.3,309.7,1484,44.3,173,Medium
L55691,L,298.4,309.7,1457,44.2,175,Medium
H37926,H,298.3,309.6,1546,36.2,177,Medium
M23373,M,298.2,309.5,1478,36.5,182,Critical
L55694,L,298.2,309.4,1447,47.1,185,Critical
L55695,L,298.2,309.4,1443,45.4,187,Critical
L55696,L,298.3,309.6,1527,30.9,189,Critical
M23377,M,298.3,309.6,1469,54.8,191,Critical
M23378,M,298.3,309.6,1681,27.1,194,Critical
L55699,L,298.3,309.6,1420,44.1,197,Critical
M23380,M,298.3,309.5,1543,49.9,199,Critical
L55701,L,298.4,309.5,1376,50.4,202,Critical
H37936,H,298.3,309.4,1631,29.8,0,Healthy
H37937,H,298.3,309.3,1529,41.7,5,Healthy
L55704,L,298.3,309.4,1468,46.2,10,Healthy
L55705,L,298.3,309.4,1378,52.3,12,Healthy
L55706,L,298.3,309.3,1401,51.9,14,Healthy
L55707,L,298.4,309.3,1531,37.4,16,Healthy
L55708,L,298.4,309.3,1512,35.8,18,Healthy
M23389,M,298.5,309.4,1522,47.4,20,Healthy
M23390,M,298.5,309.3,1615,31.8,23,Healthy
L55711,L,298.6,309.3,1449,46.5,26,Healthy
L55712,L,298.6,309.4,1315,55.5,28,Healthy
M23393,M,298.6,309.4,1465,41.1,30,Healthy
M23394,M,298.6,309.5,1404,43.3,33,Healthy
L55715,L,298.6,309.5,1547,44.8,36,Healthy
M23396,M,298.6,309.5,1426,45.4,38,Healthy
L55717,L,298.6,309.5,1730,30.2,41,Healthy
L55718,L,298.5,309.4,1548,37.7,43,Healthy
L55719,L,298.5,309.4,1517,40.2,45,Healthy
L55720,L,298.6,309.5,1687,29.3,47,Healthy
L55721,L,298.5,309.5,1738,25.2,49,Healthy
H37956,H,298.4,309.4,1512,35.3,51,Healthy
M23403,M,298.5,309.4,1365,48.7,56,Healthy
H37958,H,298.5,309.4,2011,21.0,59,Healthy
L55725,L,298.4,309.3,1806,27.6,64,Healthy
L55726,L,298.4,309.3,1716,28.4,66,Healthy
M23407,M,298.4,309.4,1666,24.3,68,Healthy
L55728,L,298.5,309.4,1578,36.3,71,Healthy
L55729,L,298.3,309.3,1558,37.2,73,Healthy
L55730,L,298.3,309.2,1456,45.5,75,Healthy
M23411,M,298.2,309.1,1457,49.0,77,Healthy
L55732,L,298.2,309.1,1467,44.5,80,Medium
M23413,M,298.1,309.0,1661,38.2,82,Medium
L55734,L,298.1,309.0,1592,33.9,85,Medium
L55735,L,298.2,309.0,1596,37.2,87,Medium
L55736,L,298.2,309.0,1489,40.6,89,Medium
L55737,L,298.3,309.0,1471,48.3,91,Medium
M23418,M,298.3,309.0,1505,41.3,93,Medium
L55739,L,298.3,309.0,1519,40.0,96,Medium
L55740,L,298.3,309.0,1408,45.4,98,Medium
L55741,L,298.2,308.9,1332,44.4,100,Medium
L55742,L,298.1,308.9,1351,52.4,102,Medium
L55743,L,298.0,308.9,1500,36.7,104,Medium
M23424,M,298.0,308.7,1614,30.7,106,Medium
L55745,L,298.0,308.8,1489,36.5,109,Medium
M23426,M,297.9,308.7,1751,26.6,111,Medium
L55747,L,298.0,308.7,1511,45.8,114,Medium
L55748,L,297.9,308.6,1691,29.6,116,Medium
L55749,L,297.9,308.6,1757,27.5,118,Medium
H37984,H,297.9,308.7,1545,35.9,120,Medium
L55751,L,297.9,308.6,2262,15.7,125,Medium
M23432,M,297.7,308.5,1559,35.2,127,Medium
L55753,L,297.6,308.4,1626,32.4,130,Medium
L55754,L,297.6,308.3,1424,53.9,132,Medium
M23435,M,297.6,308.3,1648,29.1,134,Medium
L55756,L,297.6,308.3,1523,39.5,137,Medium
L55757,L,297.6,308.3,1502,43.2,139,Medium
L55758,L,297.5,308.2,1489,40.7,141,Medium
M23439,M,297.4,308.1,1620,31.2,143,Medium
L55760,L,297.5,308.1,1631,30.6,146,Medium
M23441,M,297.5,308.0,1429,45.8,148,Medium
M23442,M,297.5,308.1,1334,72.0,151,Critical
L55763,L,297.4,308.0,1423,38.0,154,Medium
L55764,L,297.4,307.9,1390,47.7,156,Medium
M23445,M,297.4,307.9,1338,48.5,158,Medium
H38000,H,297.3,307.9,1461,37.5,161,Medium
M23447,M,297.4,307.9,1627,34.3,166,Medium
L55768,L,297.3,307.8,1385,44.4,169,Medium
M23449,M,297.3,307.8,1538,48.0,171,Medium
