machine_id,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend
L55853,10233,4.1,5.9,49.8,Declining
M23534,10391,4.2,5.8,50.9,Declining
H38089,10846,4.3,5.7,56.3,Declining
M23536,10735,4.3,5.7,50.7,Declining
M23537,11158,4.5,5.5,55.5,Declining
L55858,10993,4.4,5.6,50.5,Declining
L55859,10967,4.4,5.6,48.5,Declining
L55860,11133,4.5,5.5,49.8,Critical
L55861,11445,4.6,5.4,53.5,Critical
M23542,11031,4.4,5.6,45.1,Critical
L55863,11354,4.5,5.5,48.2,Critical
L55864,11726,4.7,5.3,52.9,Critical
H38099,11688,4.7,5.3,50.8,Critical
M23546,12087,4.8,5.2,53.7,Critical
M23547,12208,4.9,5.1,53.5,Critical
L55868,12101,4.8,5.2,49.4,Critical
L55869,12311,4.9,5.1,51.4,Critical
L55870,11961,4.8,5.2,44.1,Critical
L55871,3110,1.2,8.8,51.8,Stable
L55872,3256,1.3,8.7,52.8,Stable
M23553,3348,1.3,8.7,52.8,Stable
L55874,3847,1.5,8.5,58.9,Stable
M23555,3401,1.4,8.6,49.9,Stable
L55876,3366,1.3,8.7,47.1,Stable
L55877,3640,1.5,8.5,50.2,Stable
H38112,3596,1.4,8.6,47.9,Stable
M23559,4255,1.7,8.3,55.2,Stable
M23560,3982,1.6,8.4,48.4,Stable
M23561,4147,1.7,8.3,48.9,Stable
L55882,4898,2.0,8.0,59.1,Stable
M23563,4008,1.6,8.4,42.8,Stable
L55884,4425,1.8,8.2,47.5,Stable
L55885,4539,1.8,8.2,47.9,Stable
L55886,4425,1.8,8.2,44.5,Stable
L55887,4787,1.9,8.1,49.0,Stable
M23568,4663,1.9,8.1,45.5,Stable
L55889,5226,2.1,7.9,52.6,Stable
L55890,5584,2.2,7.8,57.1,Stable
L55891,5716,2.3,7.7,57.8,Stable
L55892,5644,2.3,7.7,55.1,Stable
L55893,6264,2.5,7.5,63.9,Stable
M23574,5408,2.2,7.8,48.1,Stable
L55895,5539,2.2,7.8,48.1,Stable
M23576,6179,2.5,7.5,57.2,Stable
L55897,5828,2.3,7.7,49.1,Stable
L55898,5988,2.4,7.6,50.3,Stable
L55899,5962,2.4,7.6,48.4,Stable
L55900,6258,2.5,7.5,51.8,Stable
L55901,6578,2.6,7.4,55.6,Stable
L55902,6062,2.4,7.6,45.5,Stable
L55903,6576,2.6,7.4,52.6,Stable
M23584,6536,2.6,7.4,50.4,Stable
M23585,6675,2.7,7.3,50.5,Declining
L55906,6904,2.8,7.2,52.1,Declining
L55907,6872,2.7,7.3,50.0,Declining
M23588,6756,2.7,7.3,46.6,Declining
L55909,6799,2.7,7.3,45.1,Declining
H38144,7323,2.9,7.1,52.3,Declining
H38145,7382,3.0,7.0,49.5,Declining
L55912,8363,3.3,6.7,62.1,Declining
M23593,7619,3.0,7.0,48.2,Declining
L55914,7644,3.1,6.9,46.4,Declining
L55915,7666,3.1,6.9,45.3,Declining
L55916,8022,3.2,6.8,49.7,Declining
L55917,8242,3.3,6.7,51.9,Declining
L55918,8282,3.3,6.7,51.0,Declining
H38153,8168,3.3,6.7,47.6,Declining
M23600,8681,3.5,6.5,52.4,Declining
L55921,8746,3.5,6.5,51.3,Declining
L55922,8694,3.5,6.5,48.9,Declining
H38157,8496,3.4,6.6,44.1,Declining
M23604,9671,3.9,6.1,59.9,Declining
L55925,9032,3.6,6.4,47.0,Declining
L55926,9356,3.7,6.3,50.9,Declining
L55927,9398,3.8,6.2,50.1,Declining
L55928,9248,3.7,6.3,46.1,Declining
L55929,9924,4.0,6.0,55.9,Declining
L55930,10188,4.1,5.9,58.8,Declining
M23611,9694,3.9,6.1,49.1,Declining
M23612,9815,3.9,6.1,48.8,Declining
M23613,10334,4.1,5.9,55.2,Declining
L55934,10425,4.2,5.8,54.5,Declining
M23615,10409,4.2,5.8,52.7,Declining
L55936,10902,4.4,5.6,58.7,Declining
L55937,10644,4.3,5.7,52.9,Declining
M23618,10452,4.2,5.8,48.2,Declining
M23619,10399,4.2,5.8,45.1,Declining
M23620,10614,4.2,5.8,46.4,Declining
L55941,10799,4.3,5.7,47.2,Declining
H38176,11703,4.7,5.3,60.8,Declining
L55943,11486,4.6,5.4,53.4,Critical
L55944,11610,4.6,5.4,54.0,Critical
L55945,11166,4.5,5.5,45.1,Critical
L55946,11270,4.5,5.5,45.3,Critical
L55947,11400,4.6,5.4,46.0,Critical
M23628,11456,4.6,5.4,45.4,Critical
M23629,11769,4.7,5.3,48.4,Critical
L55950,12360,4.9,5.1,56.0,Critical
L55951,12162,4.9,5.1,51.2,Critical
L55952,3242,1.3,8.7,54.0,Stable
L55953,3260,1.3,8.7,52.8,Stable
M23634,2996,1.2,8.8,46.9,Stable
H38189,3387,1.4,8.6,51.2,Stable
L55956,3244,1.3,8.7,45.1,Stable
H38191,3592,1.4,8.6,49.4,Stable
L55958,3763,1.5,8.5,48.5,Stable
M23639,3643,1.5,8.5,45.0,Stable
M23640,3734,1.5,8.5,44.2,Stable
L55961,4319,1.7,8.3,51.7,Stable
L55962,4217,1.7,8.3,48.5,Stable
M23643,3903,1.6,8.4,41.8,Stable
L55964,4404,1.8,8.2,47.9,Stable
L55965,5008,2.0,8.0,56.5,Stable
L55966,4322,1.7,8.3,43.5,Stable
M23647,5198,2.1,7.9,56.6,Stable
L55968,4673,1.9,8.1,45.6,Stable
L55969,4967,2.0,8.0,49.0,Stable
L55970,4935,2.0,8.0,47.0,Stable
M23651,5029,2.0,8.0,47.1,Stable
L55972,5176,2.1,7.9,47.3,Stable
L55973,5994,2.4,7.6,59.4,Stable
M23654,5514,2.2,7.8,49.9,Stable
L55975,5573,2.2,7.8,48.6,Stable
L55976,6337,2.5,7.5,59.9,Stable
L55977,5973,2.4,7.6,52.3,Stable
L55978,5863,2.3,7.7,49.0,Stable
L55979,5959,2.4,7.6,49.1,Stable
L55980,6055,2.4,7.6,49.2,Stable
L55981,6171,2.5,7.5,49.6,Stable
L55982,6333,2.5,7.5,50.8,Stable
L55983,6347,2.5,7.5,49.5,Stable
M23664,5975,2.4,7.6,41.8,Stable
M23665,6538,2.6,7.4,49.0,Declining
L55986,7119,2.8,7.2,56.4,Declining
M23667,7033,2.8,7.2,53.5,Declining
L55988,6852,2.7,7.3,48.2,Declining
L55989,7056,2.8,7.2,50.1,Declining
M23670,7390,3.0,7.0,54.2,Declining
L55991,7423,3.0,7.0,52.5,Declining
M23672,7121,2.8,7.2,45.9,Declining
L55993,7886,3.2,6.8,56.4,Declining
L55994,7514,3.0,7.0,48.7,Declining
H38229,7550,3.0,7.0,47.8,Declining
M23676,7755,3.1,6.9,47.5,Declining
H38231,7792,3.1,6.9,45.9,Declining
M23678,8227,3.3,6.7,49.4,Declining
H38233,8098,3.2,6.8,45.0,Declining
L56000,8727,3.5,6.5,51.7,Declining
H38235,8961,3.6,6.4,54.1,Declining
L56002,8864,3.5,6.5,48.7,Declining
M23683,8924,3.6,6.4,48.2,Declining
M23684,9763,3.9,6.1,60.0,Declining
M23685,9396,3.8,6.2,51.6,Declining
M23686,9405,3.8,6.2,49.5,Declining
L56007,9496,3.8,6.2,48.8,Declining
L56008,9834,3.9,6.1,52.9,Declining
M23689,9688,3.9,6.1,49.0,Declining
H38244,9745,3.9,6.1,47.7,Declining
H38245,10562,4.2,5.8,57.5,Declining
L56012,10637,4.3,5.7,55.0,Declining
L56013,10483,4.2,5.8,51.0,Declining
L56014,10461,4.2,5.8,49.1,Declining
H38249,10253,4.1,5.9,44.1,Declining
L56016,11246,4.5,5.5,56.9,Declining
M23697,11000,4.4,5.6,51.3,Declining
L56018,10695,4.3,5.7,44.0,Declining
M23699,10897,4.4,5.6,45.9,Critical
M23700,11364,4.5,5.5,51.4,Critical
L56021,11427,4.6,5.4,50.2,Critical
L56022,11489,4.6,5.4,49.7,Critical
H38257,11723,4.7,5.3,52.1,Critical
H38258,12110,4.8,5.2,54.8,Critical
M23705,11741,4.7,5.3,44.9,Critical
M23706,11830,4.7,5.3,44.2,Critical
L56027,2886,1.2,8.8,48.1,Stable
M23708,2962,1.2,8.8,47.9,Stable
L56029,3417,1.4,8.6,53.2,Stable
L56030,3297,1.3,8.7,49.7,Stable
M23711,3551,1.4,8.6,52.4,Stable
L56032,3690,1.5,8.5,52.5,Stable
L56033,3546,1.4,8.6,48.6,Stable
M23714,3586,1.4,8.6,47.8,Stable
L56035,4179,1.7,8.3,55.4,Stable
M23716,3599,1.4,8.6,44.2,Stable
L56037,4564,1.8,8.2,58.1,Stable
L56038,4182,1.7,8.3,50.2,Stable
L56039,4174,1.7,8.3,48.6,Stable
M23720,4326,1.7,8.3,49.6,Stable
L56041,4723,1.9,8.1,54.0,Stable
M23722,4691,1.9,8.1,51.9,Stable
L56043,5172,2.1,7.9,57.7,Stable
M23724,4948,2.0,8.0,52.5,Stable
L56045,4515,1.8,8.2,43.0,Stable
H38280,4857,1.9,8.1,47.2,Stable
L56047,5382,2.2,7.8,52.2,Stable
L56048,5252,2.1,7.9,48.5,Stable
L56049,5486,2.2,7.8,50.9,Stable
M23730,5196,2.1,7.9,44.6,Stable
M23731,5771,2.3,7.7,51.9,Stable
M23732,6018,2.4,7.6,53.8,Stable
H38287,6039,2.4,7.6,51.9,Stable
L56054,6036,2.4,7.6,48.1,Stable
H38289,5904,2.4,7.6,44.4,Stable
M23736,6969,2.8,7.2,58.4,Stable
M23737,6520,2.6,7.4,48.7,Declining
L56058,7339,2.9,7.1,60.1,Declining
L56059,6879,2.8,7.2,50.9,Declining
L56060,6831,2.7,7.3,48.6,Declining
H38295,7045,2.8,7.2,50.7,Declining
L56062,6986,2.8,7.2,45.9,Declining
M23743,7378,3.0,7.0,51.0,Declining
L56064,7509,3.0,7.0,50.9,Declining
M23745,7421,3.0,7.0,47.9,Declining
L56066,7846,3.1,6.9,52.8,Declining
L56067,7830,3.1,6.9,51.0,Declining
M23748,7920,3.2,6.8,51.0,Declining
M23749,9173,3.7,6.3,69.6,Declining
L56070,8362,3.3,6.7,53.9,Declining
M23751,8582,3.4,6.6,56.0,Declining
L56072,8305,3.3,6.7,49.2,Declining
L56073,8187,3.3,6.7,45.7,Declining
M23754,8627,3.5,6.5,51.5,Declining
H38309,8592,3.4,6.6,48.7,Declining
L56076,9171,3.7,6.3,54.6,Declining
M23757,9139,3.7,6.3,52.6,Declining
L56078,9184,3.7,6.3,51.1,Declining
M23759,9630,3.9,6.1,57.0,Declining
M23760,9513,3.8,6.2,52.8,Declining
L56081,9372,3.7,6.3,48.2,Declining
H38316,9614,3.8,6.2,50.7,Declining
M23763,9559,3.8,6.2,46.1,Declining
L56084,10098,4.0,6.0,52.8,Declining
L56085,9790,3.9,6.1,46.2,Declining
L56086,10294,4.1,5.9,53.1,Declining
M23767,10008,4.0,6.0,46.8,Declining
L56088,10371,4.1,5.9,50.6,Declining
L56089,10483,4.2,5.8,51.0,Declining
L56090,10615,4.2,5.8,51.7,Declining
L56091,11151,4.5,5.5,59.1,Declining
L56092,10587,4.2,5.8,48.2,Declining
M23773,10759,4.3,5.7,49.6,Declining
M23774,10968,4.4,5.6,50.8,Declining
L56095,10861,4.3,5.7,46.8,Declining
L56096,12679,5.1,4.9,75.6,Critical
M23777,11293,4.5,5.5,51.0,Critical
L56098,11174,4.5,5.5,46.7,Critical
L56099,11846,4.7,5.3,56.4,Critical
L56100,11542,4.6,5.4,49.9,Critical
L56101,11906,4.8,5.2,54.4,Critical
L56102,11528,4.6,5.4,46.6,Critical
M23783,11546,4.6,5.4,45.4,Critical
H38338,12009,4.8,5.2,50.9,Critical
M23785,11990,4.8,5.2,46.8,Critical
M23786,12233,4.9,5.1,48.6,Critical
M23787,13028,5.2,4.8,59.6,Critical
L56108,12647,5.1,4.9,51.0,Critical
M23789,12915,5.2,4.8,54.0,Critical
L56110,3142,1.3,8.7,52.4,Stable
L56111,2958,1.2,8.8,47.8,Stable
L56112,3128,1.3,8.7,49.1,Stable
M23793,3358,1.3,8.7,51.5,Stable
L56114,3607,1.4,8.6,53.4,Stable
L56115,4097,1.6,8.4,60.0,Stable
L56116,3515,1.4,8.6,48.8,Stable
M23797,3355,1.3,8.7,44.7,Stable
M23798,3844,1.5,8.5,50.6,Stable
M23799,3813,1.5,8.5,47.8,Stable
H38354,4950,2.0,8.0,64.5,Stable
M23801,4495,1.8,8.2,53.2,Stable
L56122,5816,2.3,7.7,72.9,Stable
M23803,4428,1.8,8.2,48.3,Stable
L56124,4607,1.8,8.2,49.0,Stable
L56125,5033,2.0,8.0,54.6,Stable
M23806,5537,2.2,7.8,61.5,Stable
M23807,4884,2.0,8.0,48.4,Stable
M23808,5081,2.0,8.0,49.4,Stable
L56129,4818,1.9,8.1,42.8,Stable
L56130,5178,2.1,7.9,47.3,Stable
L56131,5956,2.4,7.6,58.8,Stable
M23812,5476,2.2,7.8,49.3,Stable
L56133,5691,2.3,7.7,50.6,Stable
L56134,5639,2.3,7.7,48.2,Stable
M23815,5545,2.2,7.8,45.2,Stable
L56136,5666,2.3,7.7,44.9,Stable
L56137,5756,2.3,7.7,44.9,Stable
M23818,6618,2.6,7.4,57.8,Stable
L56139,6125,2.4,7.6,47.3,Stable
L56140,6969,2.8,7.2,59.9,Stable
M23821,6271,2.5,7.5,46.8,Stable
L56142,6856,2.7,7.3,54.3,Declining
M23823,7064,2.8,7.2,56.2,Declining
M23824,6737,2.7,7.3,48.5,Declining
L56145,6952,2.8,7.2,49.9,Declining
L56146,7322,2.9,7.1,54.5,Declining
L56147,7212,2.9,7.1,51.2,Declining
L56148,7138,2.9,7.1,48.5,Declining
L56149,7112,2.8,7.2,46.5,Declining
L56150,7560,3.0,7.0,52.5,Declining
L56151,7528,3.0,7.0,50.5,Declining
M23832,7500,3.0,7.0,48.5,Declining
L56153,7823,3.1,6.9,51.6,Declining
L56154,7763,3.1,6.9,49.1,Declining
H38389,8227,3.3,6.7,55.4,Declining
L56156,8200,3.3,6.7,51.2,Declining
M23837,8332,3.3,6.7,51.9,Declining
L56158,8225,3.3,6.7,47.8,Declining
M23839,8109,3.2,6.8,44.4,Declining
L56160,8606,3.4,6.6,50.4,Declining
L56161,8674,3.5,6.5,50.1,Declining
L56162,8390,3.4,6.6,43.8,Declining
M23843,8372,3.3,6.7,42.0,Declining
L56164,8797,3.5,6.5,46.9,Declining
L56165,9243,3.7,6.3,52.8,Declining
M23846,9051,3.6,6.4,48.1,Declining
L56167,9460,3.8,6.2,52.7,Declining
L56168,10040,4.0,6.0,60.8,Declining
L56169,9418,3.8,6.2,49.0,Declining
L56170,9556,3.8,6.2,49.8,Declining
M23851,9856,3.9,6.1,53.3,Declining
H38406,9695,3.9,6.1,48.3,Declining
M23853,10284,4.1,5.9,54.4,Declining
M23854,11115,4.4,5.6,66.0,Declining
L56175,10238,4.1,5.9,49.1,Declining
L56176,10460,4.2,5.8,51.3,Declining
M23857,10688,4.3,5.7,53.6,Declining
L56178,10539,4.2,5.8,48.9,Declining
L56179,10679,4.3,5.7,49.7,Declining
L56180,10771,4.3,5.7,49.8,Declining
L56181,10875,4.4,5.6,50.0,Declining
L56182,10919,4.4,5.6,49.2,Declining
L56183,10739,4.3,5.7,44.7,Declining
M23864,11221,4.5,5.5,51.3,Critical
L56185,10954,4.4,5.6,44.6,Critical
L56186,11204,4.5,5.5,47.2,Critical
L56187,11226,4.5,5.5,46.1,Critical
M23868,11430,4.6,5.4,48.0,Critical
L56189,11843,4.7,5.3,52.6,Critical
L56190,11657,4.7,5.3,48.0,Critical
M23871,11925,4.8,5.2,51.0,Critical
L56192,12410,5.0,5.0,56.8,Critical
H38427,11960,4.8,5.2,47.8,Critical
M23874,11995,4.8,5.2,44.7,Critical
L56195,12312,4.9,5.1,47.7,Critical
L56196,12332,4.9,5.1,46.5,Critical
M23877,12368,4.9,5.1,45.6,Critical
L56198,12995,5.2,4.8,53.8,Critical
L56199,3324,1.3,8.7,55.4,Stable
L56200,3196,1.3,8.7,51.8,Stable
M23881,3252,1.3,8.7,51.2,Stable
L56202,3411,1.4,8.6,51.6,Stable
L56203,3817,1.5,8.5,56.9,Stable
L56204,3227,1.3,8.7,45.5,Stable
L56205,3465,1.4,8.6,48.0,Stable
M23886,4045,1.6,8.4,56.2,Stable
M23887,3698,1.5,8.5,48.1,Stable
L56208,3735,1.5,8.5,46.5,Stable
L56209,4001,1.6,8.4,49.4,Stable
M23890,3931,1.6,8.4,46.8,Stable
H38445,4846,1.9,8.1,59.8,Stable
L56212,4931,2.0,8.0,57.4,Stable
L56213,4347,1.7,8.3,46.2,Stable
H38448,4835,1.9,8.1,52.8,Stable
M23895,5352,2.1,7.9,57.7,Stable
L56216,5063,2.0,8.0,50.6,Stable
L56217,5907,2.4,7.6,63.2,Stable
L56218,6921,2.8,7.2,78.6,Stable
M23899,4977,2.0,8.0,44.7,Stable
L56220,5530,2.2,7.8,51.7,Stable
L56221,5138,2.1,7.9,43.6,Stable
M23902,5808,2.3,7.7,53.3,Stable
L56223,5431,2.2,7.8,44.8,Stable
L56224,5591,2.2,7.8,45.9,Stable
L56225,6131,2.5,7.5,53.4,Stable
L56226,6343,2.5,7.5,55.5,Stable
L56227,6081,2.4,7.6,49.6,Stable
M23908,5935,2.4,7.6,45.7,Stable
L56229,6420,2.6,7.4,51.5,Stable
M23910,6552,2.6,7.4,52.2,Stable
L56231,7195,2.9,7.1,60.7,Stable
M23912,7447,3.0,7.0,63.4,Declining
M23913,7056,2.8,7.2,54.6,Declining
M23914,6957,2.8,7.2,50.7,Declining
H38469,7778,3.1,6.9,62.1,Declining
L56236,7135,2.9,7.1,47.7,Declining
M23917,7737,3.1,6.9,56.2,Declining
M23918,7152,2.9,7.1,44.2,Declining
L56239,8245,3.3,6.7,60.2,Declining
H38474,7631,3.1,6.9,48.4,Declining
M23921,8676,3.5,6.5,62.1,Declining
L56242,8237,3.3,6.7,52.5,Declining
L56243,8013,3.2,6.8,47.3,Declining
L56244,8931,3.6,6.4,61.1,Declining
H38479,9719,3.9,6.1,72.7,Declining
L56246,8892,3.6,6.4,55.2,Declining
L56247,8372,3.3,6.7,45.0,Declining
H38482,9340,3.7,6.3,59.7,Declining
M23929,9341,3.7,6.3,55.9,Declining
L56250,8974,3.6,6.4,47.6,Declining
L56251,9068,3.6,6.4,47.6,Declining
H38486,9840,3.9,6.1,59.0,Declining
L56253,9903,4.0,6.0,56.3,Declining
M23934,9723,3.9,6.1,51.8,Declining
L56255,9762,3.9,6.1,50.2,Declining
L56256,9788,3.9,6.1,49.1,Declining
L56257,10454,4.2,5.8,58.7,Declining
L56258,10152,4.1,5.9,52.2,Declining
H38493,10218,4.1,5.9,51.8,Declining
L56260,11073,4.4,5.6,62.3,Declining
L56261,10479,4.2,5.8,50.9,Declining
L56262,10133,4.1,5.9,43.6,Declining
M23943,10687,4.3,5.7,51.4,Declining
L56264,10392,4.2,5.8,44.2,Critical
H38499,10560,4.2,5.8,45.5,Declining
L56266,10911,4.4,5.6,47.6,Declining
L56267,11507,4.6,5.4,56.0,Critical
M23948,11559,4.6,5.4,55.4,Critical
L56269,12348,4.9,5.1,66.3,Critical
M23950,11954,4.8,5.2,58.2,Critical
M23951,12125,4.8,5.2,58.8,Critical
L56272,11866,4.7,5.3,52.3,Critical
M23953,12238,4.9,5.1,57.0,Critical
M23954,11695,4.7,5.3,45.7,Critical
L56275,12006,4.8,5.2,48.6,Critical
L56276,12604,5.0,5.0,57.1,Critical
L56277,12554,5.0,5.0,54.7,Critical
L56278,2936,1.2,8.8,48.9,Stable
H38513,3044,1.2,8.8,49.2,Stable
L56280,3207,1.3,8.7,48.2,Stable
H38515,3711,1.5,8.5,55.1,Stable
L56282,3618,1.4,8.6,49.8,Stable
L56283,3700,1.5,8.5,49.7,Stable
M23964,3910,1.6,8.4,51.7,Stable
M23965,4299,1.7,8.3,55.9,Stable
L56286,4788,1.9,8.1,61.8,Stable
M23967,4494,1.8,8.2,55.4,Stable
M23968,4185,1.7,8.3,48.0,Stable
L56289,4466,1.8,8.2,50.4,Stable
M23970,4308,1.7,8.3,46.3,Stable
L56291,4367,1.7,8.3,45.0,Stable
M23972,4719,1.9,8.1,49.4,Stable
L56293,5378,2.2,7.8,58.1,Stable
L56294,4932,2.0,8.0,49.2,Stable
M23975,4958,2.0,8.0,48.1,Stable
H38530,5523,2.2,7.8,55.3,Stable
M23977,5380,2.2,7.8,49.2,Stable
L56298,5617,2.2,7.8,50.9,Stable
M23979,6005,2.4,7.6,55.8,Stable
L56300,5840,2.3,7.7,50.8,Stable
L56301,5672,2.3,7.7,46.5,Stable
L56302,6130,2.5,7.5,52.7,Stable
L56303,5984,2.4,7.6,48.7,Stable
L56304,6002,2.4,7.6,47.5,Stable
L56305,6378,2.6,7.4,52.3,Stable
L56306,6284,2.5,7.5,49.2,Stable
L56307,6942,2.8,7.2,58.7,Stable
M23988,6482,2.6,7.4,49.5,Stable
L56309,6973,2.8,7.2,55.5,Declining
L56310,6887,2.8,7.2,52.5,Declining
H38545,6751,2.7,7.3,48.8,Declining
M23992,7220,2.9,7.1,52.8,Declining
L56313,7143,2.9,7.1,49.3,Declining
L56314,7173,2.9,7.1,48.3,Declining
H38549,7173,2.9,7.1,46.8,Declining
L56316,7978,3.2,6.8,56.5,Declining
L56317,8142,3.3,6.7,57.7,Declining
L56318,7814,3.1,6.9,50.7,Declining
L56319,7932,3.2,6.8,51.2,Declining
L56320,7696,3.1,6.9,45.8,Declining
L56321,8234,3.3,6.7,53.2,Declining
L56322,8486,3.4,6.6,55.9,Declining
L56323,8124,3.2,6.8,48.4,Declining
M24004,8204,3.3,6.7,48.2,Declining
L56325,8593,3.4,6.6,52.5,Declining
L56326,8591,3.4,6.6,50.9,Declining
L56327,9001,3.6,6.4,56.3,Declining
L56328,8501,3.4,6.6,46.4,Declining
M24009,8663,3.5,6.5,47.6,Declining
M24010,8634,3.5,6.5,44.9,Declining
L56331,9181,3.7,6.3,51.8,Declining
L56332,8685,3.5,6.5,42.0,Declining
L56333,9347,3.7,6.3,51.5,Declining
L56334,9537,3.8,6.2,53.2,Declining
L56335,9115,3.6,6.4,44.7,Declining
M24016,9263,3.7,6.3,45.6,Declining
L56337,9584,3.8,6.2,48.7,Declining
H38572,9724,3.9,6.1,49.6,Declining
M24019,9995,4.0,6.0,50.3,Declining
H38574,10452,4.2,5.8,55.7,Declining
M24021,10559,4.2,5.8,53.7,Declining
M24022,10488,4.2,5.8,50.3,Declining
L56343,10435,4.2,5.8,47.2,Declining
L56344,12463,5.0,5.0,79.5,Declining
L56345,10437,4.2,5.8,44.2,Declining
M24026,10655,4.3,5.7,46.3,Declining
M24027,10794,4.3,5.7,46.4,Declining
H38582,10915,4.4,5.6,46.2,Critical
L56349,12162,4.9,5.1,63.2,Critical
L56350,11408,4.6,5.4,49.1,Critical
M24031,11326,4.5,5.5,46.3,Critical
L56352,12115,4.8,5.2,57.2,Critical
H38587,12075,4.8,5.2,55.0,Critical
L56354,12742,5.1,4.9,62.4,Critical
L56355,2806,1.1,8.9,46.8,Critical
L56356,3126,1.3,8.7,50.6,Stable
L56357,3188,1.3,8.7,50.1,Stable
L56358,2950,1.2,8.8,44.7,Stable
H38593,3230,1.3,8.7,47.8,Stable
L56360,3599,1.4,8.6,50.2,Stable
L56361,3717,1.5,8.5,50.7,Stable
M24042,3917,1.6,8.4,52.5,Stable
L56363,3986,1.6,8.4,51.4,Stable
L56364,4320,1.7,8.3,55.5,Stable
L56365,3964,1.6,8.4,48.1,Stable
L56366,4428,1.8,8.2,54.3,Stable
L56367,4018,1.6,8.4,46.0,Stable
L56368,4354,1.7,8.3,50.1,Stable
L56369,4630,1.9,8.1,53.2,Stable
M24050,4408,1.8,8.2,48.0,Stable
M24051,5605,2.2,7.8,65.7,Stable
L56372,4924,2.0,8.0,52.1,Stable
M24053,4950,2.0,8.0,51.0,Stable
L56374,4811,1.9,8.1,46.4,Stable
L56375,5179,2.1,7.9,51.1,Stable
L56376,5419,2.2,7.8,53.6,Stable
M24057,5233,2.1,7.9,49.0,Stable
M24058,5506,2.2,7.8,51.3,Stable
L56379,5791,2.3,7.7,53.8,Stable
M24060,5859,2.3,7.7,53.4,Stable
L56381,5598,2.2,7.8,46.8,Stable
L56382,5976,2.4,7.6,51.6,Stable
L56383,6088,2.4,7.6,52.0,Stable
L56384,6302,2.5,7.5,54.0,Stable
L56385,6308,2.5,7.5,52.6,Stable
M24066,6334,2.5,7.5,51.6,Stable
L56387,6147,2.5,7.5,46.2,Stable
L56388,6277,2.5,7.5,46.9,Stable
M24069,6341,2.5,7.5,46.4,Stable
M24070,8602,3.4,6.6,81.9,Declining
M24071,6643,2.7,7.3,47.0,Declining
L56392,6740,2.7,7.3,46.3,Declining
L56393,7408,3.0,7.0,56.0,Declining
L56394,7156,2.9,7.1,50.3,Declining
L56395,7592,3.0,7.0,56.0,Declining
H38630,7258,2.9,7.1,49.0,Declining
L56397,7387,3.0,7.0,47.4,Declining
L56398,7343,2.9,7.1,45.1,Declining
M24079,7425,3.0,7.0,45.0,Declining
L56400,7424,3.0,7.0,42.7,Declining
M24081,8300,3.3,6.7,55.8,Declining
M24082,8135,3.3,6.7,50.8,Declining
L56403,7984,3.2,6.8,46.1,Declining
L56404,8210,3.3,6.7,48.3,Declining
L56405,9040,3.6,6.4,60.7,Declining
L56406,9134,3.7,6.3,60.7,Declining
L56407,8526,3.4,6.6,49.1,Declining
M24088,8814,3.5,6.5,52.4,Declining
M24089,9889,4.0,6.0,68.1,Declining
L56410,9784,3.9,6.1,64.1,Declining
L56411,9108,3.6,6.4,51.3,Declining
L56412,8820,3.5,6.5,45.0,Declining
L56413,9016,3.6,6.4,46.8,Declining
L56414,10108,4.0,6.0,63.5,Declining
M24095,9574,3.8,6.2,53.1,Declining
L56416,9637,3.9,6.1,51.9,Declining
M24097,10237,4.1,5.9,60.4,Declining
M24098,9662,3.9,6.1,48.5,Declining
H38653,9757,3.9,6.1,47.9,Declining
M24100,9834,3.9,6.1,45.4,Declining
L56421,10611,4.2,5.8,56.1,Declining
M24102,9873,3.9,6.1,42.3,Declining
L56423,10378,4.2,5.8,48.5,Declining
L56424,11094,4.4,5.6,58.9,Declining
L56425,11066,4.4,5.6,56.9,Declining
L56426,11464,4.6,5.4,62.1,Declining
L56427,11220,4.5,5.5,56.5,Declining
M24108,10896,4.4,5.6,49.6,Declining
L56429,11369,4.5,5.5,55.2,Declining
H38664,11791,4.7,5.3,60.8,Critical
M24111,11672,4.7,5.3,55.0,Critical
M24112,11571,4.6,5.4,51.1,Critical
M24113,11656,4.7,5.3,50.3,Critical
L56434,12007,4.8,5.2,53.9,Critical
L56435,12167,4.9,5.1,55.0,Critical
L56436,12093,4.8,5.2,52.3,Critical
M24117,11637,4.7,5.3,43.2,Critical
H38672,2758,1.1,8.9,46.0,Stable
M24119,3613,1.4,8.6,56.5,Stable
L56440,3114,1.2,8.8,45.9,Stable
H38675,3390,1.4,8.6,49.0,Stable
M24122,3483,1.4,8.6,46.8,Stable
L56443,3996,1.6,8.4,53.1,Stable
M24124,3952,1.6,8.4,50.9,Stable
M24125,3815,1.5,8.5,46.3,Stable
L56446,4644,1.9,8.1,57.9,Stable
L56447,3984,1.6,8.4,45.4,Stable
L56448,4682,1.9,8.1,55.5,Stable
L56449,4148,1.7,8.3,45.1,Stable
L56450,4134,1.7,8.3,43.4,Stable
L56451,5602,2.2,7.8,66.4,Stable
L56452,4416,1.8,8.2,45.1,Stable
H38687,4840,1.9,8.1,50.7,Stable
L56454,4881,2.0,8.0,47.6,Stable
L56455,5325,2.1,7.9,53.5,Stable
L56456,5587,2.2,7.8,56.4,Stable
L56457,5189,2.1,7.9,48.2,Stable
H38692,5597,2.2,7.8,53.5,Stable
